asset_id,subject_id,asset_type,priority,source_prompt_path,reference_asset_ids,source_lock_ids,unity_import_path,size,status,consistency_notes
thecat_enemy_calltyrant_concept_2048_v001,call_tyrant,concept,P0,design/development/prompts/p0_boss_assets.md,,call_tyrant_concept,Assets/TheCat/Art/Enemies/Concepts/thecat_enemy_calltyrant_concept_2048_v001.png,2048x2048,generated,Source-derived square concept board preserving Call Tyrant device shell silhouette red call eyes purple tie black mud body and thrown app language
thecat_prop_bed_sleepglow_sprite_512_v001,bed,sprite,P0,design/development/prompts/p0_gameplay_placeholders.md,thecat_style_bedroomdream_anchor_1920x1080_v001,bedroom_map_concept,Assets/TheCat/Art/Scenes/BedroomDream/thecat_prop_bed_sleepglow_sprite_512_v001.png,512x512,generated,Extracted from Bedroom Dream source map concept hard reference as opaque P0 protected bed placeholder
thecat_prop_litterbox_sprite_256_v001,litter_box,sprite,P0,design/development/prompts/p0_gameplay_placeholders.md,thecat_style_bedroomdream_anchor_1920x1080_v001,bedroom_mid_background_sprites,Assets/TheCat/Art/Scenes/BedroomDream/thecat_prop_litterbox_sprite_256_v001.png,256x256,generated,Extracted from Bedroom Dream source sprite sheet hard reference with magenta key removed
thecat_prop_feeder_sprite_256_v001,feeder,sprite,P0,design/development/prompts/p0_gameplay_placeholders.md,thecat_style_bedroomdream_anchor_1920x1080_v001,bedroom_mid_background_sprites,Assets/TheCat/Art/Scenes/BedroomDream/thecat_prop_feeder_sprite_256_v001.png,256x256,generated,Extracted from Bedroom Dream source sprite sheet hard reference with magenta key removed
thecat_ui_core_sleep_icon_64_v001,owner_sleep,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_core_sleep_icon_64_v001.png,64x64,generated,Generated deterministic 64px owner sleep HUD icon using status icon style anchor palette and glow language
thecat_ui_core_hp_icon_64_v001,cat_hp,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_core_hp_icon_64_v001.png,64x64,generated,Generated deterministic 64px cat HP HUD icon using status icon style anchor palette and glow language
thecat_ui_core_poop_icon_64_v001,team_poop,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_core_poop_icon_64_v001.png,64x64,generated,Generated deterministic 64px team poop gauge HUD icon using status icon style anchor palette and glow language
thecat_ui_core_hunger_icon_64_v001,team_hunger,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_core_hunger_icon_64_v001.png,64x64,generated,Generated deterministic 64px team hunger HUD icon using status icon style anchor palette and glow language
thecat_ui_core_sleep_gauge_frame_384x48_v001,owner_sleep_gauge_frame,frame,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_sleep_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_sleep_gauge_frame_384x48_v001.png,384x48,generated,Deterministic non-cat owner sleep gauge frame using dreamglass border and sleep blue glow; contains no cat body derivative.
thecat_ui_core_sleep_gauge_fill_384x48_v001,owner_sleep_gauge_fill,bar,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_sleep_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_sleep_gauge_fill_384x48_v001.png,384x48,generated,Deterministic non-cat owner sleep gauge fill strip using sleep blue breathing wave; contains no cat body derivative.
thecat_ui_core_hp_gauge_frame_384x48_v001,cat_hp_gauge_frame,frame,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_hp_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_hp_gauge_frame_384x48_v001.png,384x48,generated,Deterministic non-cat cat HP gauge frame using dreamglass border and green life glow; contains no cat body derivative and no starter cat markings.
thecat_ui_core_hp_gauge_fill_384x48_v001,cat_hp_gauge_fill,bar,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_hp_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_hp_gauge_fill_384x48_v001.png,384x48,generated,Deterministic non-cat cat HP gauge fill strip using green recovery pulse; contains no cat body derivative and no starter cat markings.
thecat_ui_core_poop_gauge_frame_384x48_v001,team_poop_gauge_frame,frame,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_poop_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_poop_gauge_frame_384x48_v001.png,384x48,generated,Deterministic non-cat poop gauge frame using amber litter warning glow; contains no cat body derivative.
thecat_ui_core_poop_gauge_fill_384x48_v001,team_poop_gauge_fill,bar,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_poop_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_poop_gauge_fill_384x48_v001.png,384x48,generated,Deterministic non-cat poop gauge fill strip using amber granular pressure marks; contains no cat body derivative.
thecat_ui_core_hunger_gauge_frame_384x48_v001,team_hunger_gauge_frame,frame,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_hunger_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_hunger_gauge_frame_384x48_v001.png,384x48,generated,Deterministic non-cat hunger gauge frame using warm fish-treat glow; contains no cat body derivative.
thecat_ui_core_hunger_gauge_fill_384x48_v001,team_hunger_gauge_fill,bar,P0,design/development/prompts/p0_core_gauge_bars.md,thecat_ui_core_hunger_icon_64_v001;thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_core_hunger_gauge_fill_384x48_v001.png,384x48,generated,Deterministic non-cat hunger gauge fill strip using warm kibble pulse symbols; contains no cat body derivative.
thecat_ui_status_sleep_stable_64_v001,sleep_stable,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_sleep_stable_64_v001.png,64x64,generated,Source-split 64px P0 status icon from the 5x64 style anchor cell 0 for Sleep Stable HUD status markers
thecat_ui_status_slow_64_v001,slow,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_slow_64_v001.png,64x64,generated,Source-split 64px P0 status icon from the 5x64 style anchor cell 1 for Slow enemy HUD status markers
thecat_ui_status_knockback_64_v001,knockback,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_knockback_64_v001.png,64x64,generated,Source-split 64px P0 status icon from the 5x64 style anchor cell 2 for Knockback enemy HUD status markers
thecat_ui_status_mark_64_v001,mark,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_mark_64_v001.png,64x64,generated,Source-split 64px P0 status icon from the 5x64 style anchor cell 3 for Mark enemy HUD status markers
thecat_ui_status_shield_64_v001,shield,icon,P0,design/development/prompts/p0_style_anchors.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_shield_64_v001.png,64x64,generated,Source-split 64px P0 status icon from the 5x64 style anchor cell 4 for Shield cat and bed HUD status markers
thecat_ui_status_sleep_stable_32_v001,sleep_stable_compact,icon,P0,design/development/prompts/p0_status_compact_icons.md,thecat_ui_status_sleep_stable_64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_sleep_stable_32_v001.png,32x32,generated,Deterministic 32px compact HUD derivative from accepted Sleep Stable 64px status icon; contains no cat body derivative.
thecat_ui_status_slow_32_v001,slow_compact,icon,P0,design/development/prompts/p0_status_compact_icons.md,thecat_ui_status_slow_64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_slow_32_v001.png,32x32,generated,Deterministic 32px compact HUD derivative from accepted Slow 64px status icon; contains no cat body derivative.
thecat_ui_status_knockback_32_v001,knockback_compact,icon,P0,design/development/prompts/p0_status_compact_icons.md,thecat_ui_status_knockback_64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_knockback_32_v001.png,32x32,generated,Deterministic 32px compact HUD derivative from accepted Knockback 64px status icon; contains no cat body derivative.
thecat_ui_status_mark_32_v001,mark_compact,icon,P0,design/development/prompts/p0_status_compact_icons.md,thecat_ui_status_mark_64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_mark_32_v001.png,32x32,generated,Deterministic 32px compact HUD derivative from accepted Mark 64px status icon; contains no cat body derivative.
thecat_ui_status_shield_32_v001,shield_compact,icon,P0,design/development/prompts/p0_status_compact_icons.md,thecat_ui_status_shield_64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_status_shield_32_v001.png,32x32,generated,Deterministic 32px compact HUD derivative from accepted Shield 64px status icon; contains no cat body derivative.
thecat_vfx_calltyrant_warning_512_v001,call_tyrant_warning,vfx,P0,design/development/prompts/p0_boss_assets.md,thecat_enemy_calltyrant_concept_2048_v001,call_tyrant_animation,Assets/TheCat/Art/Enemies/VFX/thecat_vfx_calltyrant_warning_512_v001.png,512x512,generated,Source-derived transparent warning VFX using Call Tyrant animation summon portal red cyan vibration arcs and app throw cue
thecat_vfx_blackmud_bed_claw_256_v001,black_mud_bed_claw,vfx,P0,design/development/prompts/p0_enemy_warning_vfx_assets.md,thecat_enemy_blackmud_combat_sprite_512_v001,black_mud_animation,Assets/TheCat/Art/Enemies/VFX/thecat_vfx_blackmud_bed_claw_256_v001.png,256x256,generated,Source-locked transparent enemy warning VFX for Black Mud near-bed pressure using black mud animation claw shapes and red bed-danger ring; contains no cat body derivative.
thecat_vfx_coldlight_beam_warning_256_v001,cold_light_beam_warning,vfx,P0,design/development/prompts/p0_enemy_warning_vfx_assets.md,thecat_enemy_coldlight_combat_sprite_512_v001,cold_light_animation,Assets/TheCat/Art/Enemies/VFX/thecat_vfx_coldlight_beam_warning_256_v001.png,256x256,generated,Source-locked transparent enemy warning VFX for Cold Light ranged pressure using cold light animation beam language and cyan target line; contains no cat body derivative.
thecat_vfx_calltyrant_app_throw_256_v001,call_tyrant_app_throw,vfx,P0,design/development/prompts/p0_enemy_warning_vfx_assets.md,thecat_enemy_calltyrant_concept_2048_v001,call_tyrant_animation,Assets/TheCat/Art/Enemies/VFX/thecat_vfx_calltyrant_app_throw_256_v001.png,256x256,generated,Source-locked transparent Boss throw warning VFX using Call Tyrant app projectile red call glow cyan vibration arcs and purple tie motif; contains no cat body derivative.
thecat_vfx_calltyrant_summon_portal_256_v001,call_tyrant_summon_portal,vfx,P0,design/development/prompts/p0_enemy_warning_vfx_assets.md,thecat_enemy_calltyrant_concept_2048_v001,call_tyrant_animation,Assets/TheCat/Art/Enemies/VFX/thecat_vfx_calltyrant_summon_portal_256_v001.png,256x256,generated,Source-locked transparent Boss summon warning VFX using Call Tyrant red-cyan portal and phone-call vibration language; contains no cat body derivative.
thecat_enemy_blackmud_move_framesheet_4x256_v001,black_mud_move,framesheet,P0,design/development/prompts/p0_enemy_animation_framesheets.md,thecat_enemy_blackmud_combat_sprite_512_v001,black_mud_animation,Assets/TheCat/Art/Enemies/Frames/thecat_enemy_blackmud_move_framesheet_4x256_v001.png,4 frames 1024x256,generated,Source-locked transparent Black Mud move framesheet extracted from black_mud_animation; preserves red eyes sludge body and crawling drag tail; contains no cat body derivative.
thecat_enemy_coldlight_cast_framesheet_4x256_v001,cold_light_cast,framesheet,P0,design/development/prompts/p0_enemy_animation_framesheets.md,thecat_enemy_coldlight_combat_sprite_512_v001,cold_light_animation,Assets/TheCat/Art/Enemies/Frames/thecat_enemy_coldlight_cast_framesheet_4x256_v001.png,4 frames 1024x256,generated,Source-locked transparent Cold Light cast framesheet extracted from cold_light_animation; preserves lamp silhouette mechanical arm black mud base red eye and cast pressure cue; contains no cat body derivative.
thecat_enemy_calltyrant_bosspattern_framesheet_4x256_v001,call_tyrant_boss_pattern,framesheet,P0,design/development/prompts/p0_enemy_animation_framesheets.md,thecat_enemy_calltyrant_concept_2048_v001,call_tyrant_animation,Assets/TheCat/Art/Enemies/Frames/thecat_enemy_calltyrant_bosspattern_framesheet_4x256_v001.png,4 frames 1024x256,generated,Source-locked transparent Call Tyrant Boss pattern framesheet extracted from call_tyrant_animation; preserves phone Boss body red call eyes black mud base purple tie and APP throw language; contains no cat body derivative.
thecat_ui_route_bossnode_icon_128_v001,boss_route_node,icon,P0,design/development/prompts/p0_boss_assets.md,thecat_enemy_calltyrant_concept_2048_v001,call_tyrant_concept,Assets/TheCat/Art/UI/Icons/thecat_ui_route_bossnode_icon_128_v001.png,128x128,generated,Source-derived route icon using Call Tyrant concept face red call eyes purple tie black shell and red cyan boss-node ring
thecat_ui_route_defense_icon_128_v001,defense_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_defense_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for defense nodes using bed shield silhouette and P0 HUD palette
thecat_ui_route_elite_icon_128_v001,elite_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_elite_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for elite nodes using warning diamond silhouette and P0 HUD palette
thecat_ui_route_partner_icon_128_v001,partner_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_partner_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for partner recruit nodes using linked dream circles and P0 HUD palette
thecat_ui_route_shop_icon_128_v001,shop_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_shop_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for shop nodes using fish treat economy silhouette and P0 HUD palette
thecat_ui_route_dreamevent_icon_128_v001,dream_event_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_dreamevent_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for dream event nodes using cloud spark silhouette and P0 HUD palette
thecat_ui_route_blessing_icon_128_v001,blessing_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_blessing_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for blessing offering nodes using altar crown silhouette and P0 HUD palette
thecat_ui_route_restnest_icon_128_v001,rest_nest_route_node,icon,P0,design/development/prompts/p0_route_node_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_route_restnest_icon_128_v001.png,128x128,generated,Deterministic route-map node icon for rest nest nodes using crescent nest silhouette and P0 HUD palette
thecat_ui_mainmenu_dreamentry_bg_1920x1080_v001,main_menu,background,P0,design/development/prompts/p0_ui_shell_assets.md,thecat_style_bedroomdream_anchor_1920x1080_v001,,Assets/TheCat/Art/UI/Backgrounds/thecat_ui_mainmenu_dreamentry_bg_1920x1080_v001.png,1920x1080,generated,Deterministic P0 main menu dream-entry background using Bedroom Dream mood sleep arc and UI shell palette
thecat_ui_title_logo_512x256_v001,game_title,frame,P0,design/development/prompts/p0_ui_shell_assets.md,thecat_style_bedroomdream_anchor_1920x1080_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_title_logo_512x256_v001.png,512x256,generated,Deterministic P0 title logo frame for main menu and loading surfaces
thecat_ui_panel_dreamglass_512x256_v001,dreamglass_panel,frame,P0,design/development/prompts/p0_ui_shell_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_panel_dreamglass_512x256_v001.png,512x256,generated,Deterministic P0 dreamglass panel frame for menu route HUD and settlement UI shell
thecat_ui_button_primary_384x96_v001,primary_button,frame,P0,design/development/prompts/p0_ui_shell_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_button_primary_384x96_v001.png,384x96,generated,Deterministic P0 primary button frame using dreamglass rim and fish-gold action accent
thecat_ui_reward_fishtreat_icon_128_v001,fish_treats,icon,P0,design/development/prompts/p0_ui_shell_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_reward_fishtreat_icon_128_v001.png,128x128,generated,Deterministic P0 settlement reward icon for fish treats using UI shell palette
thecat_ui_reward_dreamshard_icon_128_v001,dream_shards,icon,P0,design/development/prompts/p0_ui_shell_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_reward_dreamshard_icon_128_v001.png,128x128,generated,Deterministic P0 settlement reward icon for dream shards using moon-blue crystal silhouette
thecat_ui_choice_partner_recruit_icon_128_v001,partner_recruit_choice,icon,P0,design/development/prompts/p0_route_choice_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_choice_partner_recruit_icon_128_v001.png,128x128,generated,Deterministic non-cat P0 route choice icon for partner recruitment using linked dream circles and plus sign; contains no cat body derivative.
thecat_ui_choice_purchase_supply_icon_128_v001,purchase_supply_choice,icon,P0,design/development/prompts/p0_route_choice_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_choice_purchase_supply_icon_128_v001.png,128x128,generated,Deterministic non-cat P0 route choice icon for shop supply purchases using fish-gold supply bag language; contains no cat body derivative.
thecat_ui_choice_authority_blessing_icon_128_v001,authority_blessing_choice,icon,P0,design/development/prompts/p0_route_choice_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_choice_authority_blessing_icon_128_v001.png,128x128,generated,Deterministic non-cat P0 route choice icon for gaining authority blessings using altar star language; contains no cat body derivative.
thecat_ui_choice_authority_upgrade_icon_128_v001,authority_upgrade_choice,icon,P0,design/development/prompts/p0_route_choice_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_choice_authority_upgrade_icon_128_v001.png,128x128,generated,Deterministic non-cat P0 route choice icon for blessing upgrades using star and arrow language; contains no cat body derivative.
thecat_ui_choice_rest_supply_icon_128_v001,rest_supply_choice,icon,P0,design/development/prompts/p0_route_choice_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_choice_rest_supply_icon_128_v001.png,128x128,generated,Deterministic non-cat P0 route choice icon for rest-nest recovery using crescent and nest language; contains no cat body derivative.
thecat_ui_choice_dreamevent_modifier_icon_128_v001,dream_event_modifier_choice,icon,P0,design/development/prompts/p0_route_choice_icons.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_choice_dreamevent_modifier_icon_128_v001.png,128x128,generated,Deterministic non-cat P0 route choice icon for dream-event next-battle modifiers using cloud and risk/benefit arrows; contains no cat body derivative.
thecat_ui_routecard_partner_frame_512x256_v001,partner_route_card,frame,P0,design/development/prompts/p0_route_reward_card_frames.md,thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_routecard_partner_frame_512x256_v001.png,512x256,generated,Deterministic non-cat P0 route reward card frame for partner recruit choices using linked dream circles and cyan-gold accent; contains no cat body derivative.
thecat_ui_routecard_shop_frame_512x256_v001,shop_route_card,frame,P0,design/development/prompts/p0_route_reward_card_frames.md,thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_routecard_shop_frame_512x256_v001.png,512x256,generated,Deterministic non-cat P0 route reward card frame for shop supply choices using fish-gold bag accent; contains no cat body derivative.
thecat_ui_routecard_blessing_frame_512x256_v001,blessing_route_card,frame,P0,design/development/prompts/p0_route_reward_card_frames.md,thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_routecard_blessing_frame_512x256_v001.png,512x256,generated,Deterministic non-cat P0 route reward card frame for authority blessing choices using altar-star and moon-blue accent; contains no cat body derivative.
thecat_ui_routecard_dreamevent_frame_512x256_v001,dream_event_route_card,frame,P0,design/development/prompts/p0_route_reward_card_frames.md,thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_routecard_dreamevent_frame_512x256_v001.png,512x256,generated,Deterministic non-cat P0 route reward card frame for dream-event modifier choices using purple cloud and risk arrow accent; contains no cat body derivative.
thecat_ui_routecard_restnest_frame_512x256_v001,rest_nest_route_card,frame,P0,design/development/prompts/p0_route_reward_card_frames.md,thecat_ui_panel_dreamglass_512x256_v001,,Assets/TheCat/Art/UI/Frames/thecat_ui_routecard_restnest_frame_512x256_v001.png,512x256,generated,Deterministic non-cat P0 route reward card frame for rest-nest recovery choices using crescent nest and green-blue accent; contains no cat body derivative.
thecat_ui_reward_detail_gain_badge_192x64_v001,route_reward_gain_detail,badge,P0,design/development/prompts/p0_route_reward_detail_badges.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_reward_fishtreat_icon_128_v001;thecat_ui_reward_dreamshard_icon_128_v001,,Assets/TheCat/Art/UI/Badges/thecat_ui_reward_detail_gain_badge_192x64_v001.png,192x64,generated,Deterministic non-cat P0 route reward detail badge for gained supplies partner recruit and blessing gains; contains no cat body derivative.
thecat_ui_reward_detail_cost_badge_192x64_v001,route_reward_cost_detail,badge,P0,design/development/prompts/p0_route_reward_detail_badges.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_choice_purchase_supply_icon_128_v001,,Assets/TheCat/Art/UI/Badges/thecat_ui_reward_detail_cost_badge_192x64_v001.png,192x64,generated,Deterministic non-cat P0 route reward detail badge for shop costs and spend decisions; contains no cat body derivative.
thecat_ui_reward_detail_recovery_badge_192x64_v001,route_reward_recovery_detail,badge,P0,design/development/prompts/p0_route_reward_detail_badges.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_choice_rest_supply_icon_128_v001;thecat_ui_core_sleep_icon_64_v001,,Assets/TheCat/Art/UI/Badges/thecat_ui_reward_detail_recovery_badge_192x64_v001.png,192x64,generated,Deterministic non-cat P0 route reward detail badge for sleep poop hunger and cat HP recovery effects; contains no cat body derivative.
thecat_ui_reward_detail_risk_badge_192x64_v001,route_reward_risk_detail,badge,P0,design/development/prompts/p0_route_reward_detail_badges.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_choice_dreamevent_modifier_icon_128_v001,,Assets/TheCat/Art/UI/Badges/thecat_ui_reward_detail_risk_badge_192x64_v001.png,192x64,generated,Deterministic non-cat P0 route reward detail badge for dream-event risk and next-battle modifiers; contains no cat body derivative.
thecat_ui_reward_detail_upgrade_badge_192x64_v001,route_reward_upgrade_detail,badge,P0,design/development/prompts/p0_route_reward_detail_badges.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_choice_authority_upgrade_icon_128_v001,,Assets/TheCat/Art/UI/Badges/thecat_ui_reward_detail_upgrade_badge_192x64_v001.png,192x64,generated,Deterministic non-cat P0 route reward detail badge for authority blessing upgrades; contains no cat body derivative.
thecat_ui_blessing_oath_bedline_seal_128_v001,authority_oath_bedline_seal,icon,P0,design/development/prompts/p0_authority_blessing_seals.md,thecat_ui_choice_authority_blessing_icon_128_v001;thecat_ui_routecard_blessing_frame_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_blessing_oath_bedline_seal_128_v001.png,128x128,generated,Deterministic non-cat P0 authority blessing seal for Oath Bedline using shield and bedline symbols; contains no cat body derivative and does not derive from starter cat markings.
