asset_id,cat,skill,size,selected_source_version,path,status,reason
thecat_ui_skill_saiban_crown_judgment_sigil_256_recommended_candidate_v001,saiban,crown_judgment_sigil,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_saiban_crown_judgment_sigil_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for clearer crown judgment identity.
thecat_ui_skill_saiban_crown_judgment_sigil_128_recommended_candidate_v001,saiban,crown_judgment_sigil,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_saiban_crown_judgment_sigil_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for clearer crown judgment identity.
thecat_ui_skill_saiban_crown_judgment_sigil_64_recommended_candidate_v001,saiban,crown_judgment_sigil,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_saiban_crown_judgment_sigil_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for clearer crown judgment identity.
thecat_ui_skill_saiban_crown_judgment_sigil_32_recommended_candidate_v001,saiban,crown_judgment_sigil,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_saiban_crown_judgment_sigil_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for clearer crown judgment identity.
thecat_ui_skill_nephthys_obelisk_turret_256_recommended_candidate_v001,nephthys,obelisk_turret,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_nephthys_obelisk_turret_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for tall obelisk silhouette.
thecat_ui_skill_nephthys_obelisk_turret_128_recommended_candidate_v001,nephthys,obelisk_turret,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_nephthys_obelisk_turret_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for tall obelisk silhouette.
thecat_ui_skill_nephthys_obelisk_turret_64_recommended_candidate_v001,nephthys,obelisk_turret,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_nephthys_obelisk_turret_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for tall obelisk silhouette.
thecat_ui_skill_nephthys_obelisk_turret_32_recommended_candidate_v001,nephthys,obelisk_turret,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_nephthys_obelisk_turret_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for tall obelisk silhouette.
thecat_ui_skill_nephthys_quicksand_trap_spiral_256_recommended_candidate_v001,nephthys,quicksand_trap_spiral,256x256,v003_lightframe,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_nephthys_quicksand_trap_spiral_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Switch to v003 for cleaner 32px swirl.
thecat_ui_skill_nephthys_quicksand_trap_spiral_128_recommended_candidate_v001,nephthys,quicksand_trap_spiral,128x128,v003_lightframe,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_nephthys_quicksand_trap_spiral_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Switch to v003 for cleaner 32px swirl.
thecat_ui_skill_nephthys_quicksand_trap_spiral_64_recommended_candidate_v001,nephthys,quicksand_trap_spiral,64x64,v003_lightframe,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_nephthys_quicksand_trap_spiral_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Switch to v003 for cleaner 32px swirl.
thecat_ui_skill_nephthys_quicksand_trap_spiral_32_recommended_candidate_v001,nephthys,quicksand_trap_spiral,32x32,v003_lightframe,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_nephthys_quicksand_trap_spiral_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Switch to v003 for cleaner 32px swirl.
thecat_ui_skill_nephthys_blocking_pyramid_cube_256_recommended_candidate_v001,nephthys,blocking_pyramid_cube,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_nephthys_blocking_pyramid_cube_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for explicit pyramid cube.
thecat_ui_skill_nephthys_blocking_pyramid_cube_128_recommended_candidate_v001,nephthys,blocking_pyramid_cube,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_nephthys_blocking_pyramid_cube_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for explicit pyramid cube.
thecat_ui_skill_nephthys_blocking_pyramid_cube_64_recommended_candidate_v001,nephthys,blocking_pyramid_cube,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_nephthys_blocking_pyramid_cube_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for explicit pyramid cube.
thecat_ui_skill_nephthys_blocking_pyramid_cube_32_recommended_candidate_v001,nephthys,blocking_pyramid_cube,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_nephthys_blocking_pyramid_cube_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for explicit pyramid cube.
thecat_ui_skill_nephthys_obelisk_missile_256_recommended_candidate_v001,nephthys,obelisk_missile,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_nephthys_obelisk_missile_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger diagonal missile.
thecat_ui_skill_nephthys_obelisk_missile_128_recommended_candidate_v001,nephthys,obelisk_missile,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_nephthys_obelisk_missile_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger diagonal missile.
thecat_ui_skill_nephthys_obelisk_missile_64_recommended_candidate_v001,nephthys,obelisk_missile,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_nephthys_obelisk_missile_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger diagonal missile.
thecat_ui_skill_nephthys_obelisk_missile_32_recommended_candidate_v001,nephthys,obelisk_missile,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_nephthys_obelisk_missile_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger diagonal missile.
thecat_ui_skill_nephthys_sandstorm_swirl_256_recommended_candidate_v001,nephthys,sandstorm_swirl,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_nephthys_sandstorm_swirl_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger sandstorm mass.
thecat_ui_skill_nephthys_sandstorm_swirl_128_recommended_candidate_v001,nephthys,sandstorm_swirl,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_nephthys_sandstorm_swirl_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger sandstorm mass.
thecat_ui_skill_nephthys_sandstorm_swirl_64_recommended_candidate_v001,nephthys,sandstorm_swirl,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_nephthys_sandstorm_swirl_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger sandstorm mass.
thecat_ui_skill_nephthys_sandstorm_swirl_32_recommended_candidate_v001,nephthys,sandstorm_swirl,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_nephthys_sandstorm_swirl_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger sandstorm mass.
thecat_ui_skill_nephthys_sand_tornado_column_256_recommended_candidate_v001,nephthys,sand_tornado_column,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_nephthys_sand_tornado_column_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for recognizable tornado column.
thecat_ui_skill_nephthys_sand_tornado_column_128_recommended_candidate_v001,nephthys,sand_tornado_column,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_nephthys_sand_tornado_column_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for recognizable tornado column.
thecat_ui_skill_nephthys_sand_tornado_column_64_recommended_candidate_v001,nephthys,sand_tornado_column,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_nephthys_sand_tornado_column_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for recognizable tornado column.
thecat_ui_skill_nephthys_sand_tornado_column_32_recommended_candidate_v001,nephthys,sand_tornado_column,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_nephthys_sand_tornado_column_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for recognizable tornado column.
thecat_ui_skill_suzune_bell_strike_ring_256_recommended_candidate_v001,suzune,bell_strike_ring,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_suzune_bell_strike_ring_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for simple bell silhouette.
thecat_ui_skill_suzune_bell_strike_ring_128_recommended_candidate_v001,suzune,bell_strike_ring,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_suzune_bell_strike_ring_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for simple bell silhouette.
thecat_ui_skill_suzune_bell_strike_ring_64_recommended_candidate_v001,suzune,bell_strike_ring,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_suzune_bell_strike_ring_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for simple bell silhouette.
thecat_ui_skill_suzune_bell_strike_ring_32_recommended_candidate_v001,suzune,bell_strike_ring,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_suzune_bell_strike_ring_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for simple bell silhouette.
thecat_ui_skill_suzune_healing_bell_pulse_256_recommended_candidate_v001,suzune,healing_bell_pulse,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_suzune_healing_bell_pulse_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for faster bell/heal read.
thecat_ui_skill_suzune_healing_bell_pulse_128_recommended_candidate_v001,suzune,healing_bell_pulse,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_suzune_healing_bell_pulse_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for faster bell/heal read.
thecat_ui_skill_suzune_healing_bell_pulse_64_recommended_candidate_v001,suzune,healing_bell_pulse,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_suzune_healing_bell_pulse_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for faster bell/heal read.
thecat_ui_skill_suzune_healing_bell_pulse_32_recommended_candidate_v001,suzune,healing_bell_pulse,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_suzune_healing_bell_pulse_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for faster bell/heal read.
thecat_ui_skill_suzune_ice_talisman_guard_256_recommended_candidate_v001,suzune,ice_talisman_guard,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_suzune_ice_talisman_guard_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger talisman guard identity.
thecat_ui_skill_suzune_ice_talisman_guard_128_recommended_candidate_v001,suzune,ice_talisman_guard,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_suzune_ice_talisman_guard_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger talisman guard identity.
thecat_ui_skill_suzune_ice_talisman_guard_64_recommended_candidate_v001,suzune,ice_talisman_guard,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_suzune_ice_talisman_guard_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger talisman guard identity.
thecat_ui_skill_suzune_ice_talisman_guard_32_recommended_candidate_v001,suzune,ice_talisman_guard,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_suzune_ice_talisman_guard_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for stronger talisman guard identity.
thecat_ui_skill_suzune_frost_moon_dance_swirl_256_recommended_candidate_v001,suzune,frost_moon_dance_swirl,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_suzune_frost_moon_dance_swirl_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for moon/frost specificity.
thecat_ui_skill_suzune_frost_moon_dance_swirl_128_recommended_candidate_v001,suzune,frost_moon_dance_swirl,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_suzune_frost_moon_dance_swirl_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for moon/frost specificity.
thecat_ui_skill_suzune_frost_moon_dance_swirl_64_recommended_candidate_v001,suzune,frost_moon_dance_swirl,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_suzune_frost_moon_dance_swirl_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for moon/frost specificity.
thecat_ui_skill_suzune_frost_moon_dance_swirl_32_recommended_candidate_v001,suzune,frost_moon_dance_swirl,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_suzune_frost_moon_dance_swirl_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for moon/frost specificity.
thecat_ui_skill_suzune_torii_gate_ward_256_recommended_candidate_v001,suzune,torii_gate_ward,256x256,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_suzune_torii_gate_ward_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for unmistakable torii silhouette.
thecat_ui_skill_suzune_torii_gate_ward_128_recommended_candidate_v001,suzune,torii_gate_ward,128x128,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_suzune_torii_gate_ward_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for unmistakable torii silhouette.
thecat_ui_skill_suzune_torii_gate_ward_64_recommended_candidate_v001,suzune,torii_gate_ward,64x64,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_64/thecat_ui_skill_suzune_torii_gate_ward_64_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for unmistakable torii silhouette.
thecat_ui_skill_suzune_torii_gate_ward_32_recommended_candidate_v001,suzune,torii_gate_ward,32x32,v001,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_32/thecat_ui_skill_suzune_torii_gate_ward_32_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Keep current for unmistakable torii silhouette.
thecat_ui_skill_suzune_team_heal_ice_enchant_256_recommended_candidate_v001,suzune,team_heal_ice_enchant,256x256,v003_lightframe,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_256/thecat_ui_skill_suzune_team_heal_ice_enchant_256_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Switch to v003; avoids humanoid/medical drift.
thecat_ui_skill_suzune_team_heal_ice_enchant_128_recommended_candidate_v001,suzune,team_heal_ice_enchant,128x128,v003_lightframe,design/development/asset_candidates/ui/starter_skill_icon_motifs/batch_80_starter_skill_icon_motifs_2026-06-25/recommended/recommended_128/thecat_ui_skill_suzune_team_heal_ice_enchant_128_recommended_candidate_v001.png,recommended_candidate_pending_unity_import_decision,Switch to v003; avoids humanoid/medical drift.
